param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_fodder,precision_orchards,precision_protein_crops,precision_temp._meadows,precision_vegetables,recall_fodder,recall_orchards,recall_protein_crops,recall_temp._meadows,recall_vegetables
1.25,0.5325,0.415625,0.5325,0.5036720938845556,0.5036720938845556,0.5325,0.5325000000000001,0.5325,0.5325,0.5427685165063203,0.5427685165063203,0.435572525590604,0.4320879120879121,0.5245073254911107,0.5498832887387154,0.4977429970001802,0.7096210592136836,0.21000000000000002,0.65,0.6399999999999999,0.4175000000000001,0.7449999999999999
1.5,0.5175,0.396875,0.5175,0.48333504527315174,0.48333504527315174,0.5175,0.5175,0.5175,0.5175,0.5580409671424407,0.5580409671424407,0.36914470613586015,0.5605034324942791,0.478354323542786,0.5600430043004301,0.44653959272515975,0.7447644826495478,0.1475,0.6225,0.5825,0.55,0.6849999999999999
2.0,0.47050000000000003,0.33812499999999995,0.47050000000000003,0.4212205172047998,0.4212205172047998,0.47050000000000003,0.47050000000000003,0.47050000000000003,0.47050000000000003,0.45369525980151415,0.45369525980151415,0.29215615962029645,0.41691919191919186,0.41658430853197287,0.39937939769209124,0.3843013558671453,0.6512920449971696,0.1,0.5900000000000001,0.36,0.5625,0.74
3.0,0.536,0.42000000000000004,0.536,0.5077357824801355,0.5077357824801355,0.536,0.5359999999999999,0.536,0.536,0.5571415264303411,0.5571415264303411,0.4410452075898358,0.4531324688532926,0.4944761984982672,0.574929647801824,0.5015464226788661,0.7616228943194558,0.25,0.7074999999999999,0.655,0.425,0.6425
4.0,0.516,0.395,0.516,0.4780072540273393,0.4780072540273393,0.516,0.516,0.516,0.516,0.5038391106392566,0.5038391106392566,0.2765154782653515,0.3858630952380952,0.5304746130143425,0.5387277151873606,0.3310152595659842,0.7331148701905004,0.24,0.6249999999999999,0.6275,0.4175,0.6700000000000002
