Metric,test_Highest GMean Epoch,val_Highest GMean Epoch,val_mean,val_std,val_min,val_25%,val_50%,val_75%,val_max
accuracy,0.596008111858256,0.6181836924028451,0.5366890310127893,0.07670891846724022,0.0925677765178847,0.5155138645500464,0.5539635089166065,0.5726213792392537,0.6234408823832595
kappa,0.5521488005539454,0.567044546698191,0.4833812552704375,0.07678643890491382,0.058174857528079,0.4609225229863651,0.5008358578450999,0.5201437033207472,0.5709692902524968
f1_micro,0.596008111858256,0.6181836924028451,0.5366890310127893,0.07670891846724022,0.0925677765178847,0.5155138645500464,0.5539635089166065,0.5726213792392537,0.6234408823832595
f1_macro,0.5599811926980287,0.535517242702181,0.4737963473581914,0.06684563887742712,0.0770621592961726,0.4648923708923613,0.4923254802908221,0.5021377198630513,0.535517242702181
f1_weighted,0.5983976999866896,0.6571764998471213,0.5836338297157287,0.08410576058354341,0.0597980416036178,0.5757500409347179,0.6034050987188215,0.6221176332280478,0.6571764998471213
recall_micro,0.596008111858256,0.6181836924028451,0.5366890310127893,0.07670891846724022,0.0925677765178847,0.5155138645500464,0.5539635089166065,0.5726213792392537,0.6234408823832595
recall_macro,0.5949140446423977,0.6143089541831744,0.5554686307856542,0.06753921435970822,0.2118972856968862,0.5382426647457635,0.5773006292953846,0.5911149784538139,0.6174700770603955
recall_weighted,0.596008111858256,0.6181836924028451,0.5366890310127893,0.07670891846724022,0.0925677765178847,0.5155138645500464,0.5539635089166065,0.5726213792392537,0.6234408823832595
precision_micro,0.596008111858256,0.6181836924028451,0.5366890310127893,0.07670891846724022,0.0925677765178847,0.5155138645500464,0.5539635089166065,0.5726213792392537,0.6234408823832595
precision_macro,0.5547612131688562,0.5496444642096823,0.5260486081142496,0.05181768397036519,0.2032397252413803,0.5260633292453449,0.5403010507067135,0.5462334496261451,0.5656436287911352
precision_weighted,0.609638278007791,0.7463998281263913,0.7252333963216745,0.06455172199568747,0.2912960215935586,0.7251428833781386,0.7396087300289474,0.7483596917369093,0.7668696749665691
gmean,0.7555562227730102,0.5865123048439688,0.5076520882860462,0.09003438992331592,0.0,0.4964877099147161,0.5359390645721629,0.5552419000419048,0.5865123048439688
precision_barley,0.8521452145214522,0.9708506841165973,0.9514406327013022,0.08243190432753021,0.3902439024390244,0.9589832466782208,0.9708506841165973,0.984126984126984,0.9924242424242424
precision_wheat,0.8096828046744574,0.7258883248730964,0.6904597415218543,0.1007884993310407,0.1666666666666666,0.6591591591591591,0.6933962264150944,0.7545871559633027,0.9071729957805909
