param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_fallow,precision_misc.,precision_protein_crops,precision_rapeseed,recall_fallow,recall_misc.,recall_protein_crops,recall_rapeseed
0.5,0.5611111111111111,0.35436611026889303,0.5611111111111111,0.4890818681912556,0.5306556089375081,0.5611111111111111,0.5885416666666667,0.5611111111111111,0.5611111111111111,0.5656271296955817,0.6396562668148132,0.488031490152628,0.7202498448561611,0.556400108252803,0.6156060119030224,0.3702525537703404,0.6758333333333334,0.35666666666666663,0.48,0.8416666666666666
1.0,0.5142857142857143,0.30024634814046636,0.5142857142857143,0.4464356409299148,0.5077063239089481,0.5142857142857143,0.5366666666666667,0.5142857142857143,0.5142857142857143,0.5073150978526824,0.5968675163631592,0.45019193125714263,0.7041981309883167,0.46455200042340045,0.5772415679067907,0.2832686920922215,0.6599999999999999,0.3066666666666667,0.3716666666666667,0.8083333333333333
1.5,0.44722222222222224,0.24390504722807008,0.44722222222222224,0.38429721074393564,0.43911135048264016,0.44722222222222224,0.5216666666666667,0.44722222222222224,0.44722222222222224,0.47164524688861975,0.5866826662036805,0.41813714526028817,0.7271571466337139,0.3522035827661153,0.6201315879887308,0.18708867016591912,0.5116666666666666,0.44666666666666666,0.22833333333333336,0.9
2.0,0.45992063492063495,0.2439242363657407,0.45992063492063495,0.3312677602993691,0.41895431827029606,0.45992063492063495,0.42770833333333336,0.45992063492063495,0.45992063492063495,0.4373695591606709,0.57234716043457,0.2075731829485171,0.7348244300945332,0.41469360269360267,0.49940446271451916,0.10055574114002855,0.5408333333333333,0.2666666666666667,0.5033333333333333,0.4
2.5,0.4595238095238095,0.24750284471444775,0.4595238095238095,0.3326384564315063,0.4308355584779651,0.4595238095238095,0.44229166666666664,0.4595238095238095,0.4595238095238095,0.3706199433492321,0.5098680713670196,0.07376553394481608,0.7152129641749163,0.4445608089760021,0.2523974529580577,0.07030854728795233,0.5475,0.325,0.4133333333333334,0.4833333333333333
3.0,0.4630952380952381,0.2619322873752242,0.4630952380952381,0.3902261547826547,0.4405955204475882,0.4630952380952381,0.49812500000000004,0.4630952380952381,0.4630952380952381,0.4509207706377853,0.5543965512787113,0.3233041613318606,0.7125081636268228,0.4329570397757644,0.4235607156393339,0.2346571635092202,0.4258333333333333,0.505,0.47000000000000003,0.5916666666666667
