param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_barley,precision_wheat,precision_fodder,precision_fallow,precision_misc.,precision_orchards,precision_cereals,precision_perm._meadows,precision_protein_crops,precision_rapeseed,precision_temp._meadows,recall_barley,recall_wheat,recall_fodder,recall_fallow,recall_misc.,recall_orchards,recall_cereals,recall_perm._meadows,recall_protein_crops,recall_rapeseed,recall_temp._meadows
1.25,0.3474226804123711,0.2707204390139867,0.3474226804123711,0.25959088804703867,0.35071633554984893,0.3474226804123711,0.33299242424242426,0.3474226804123711,0.3474226804123711,0.341372460866179,0.5072607047338992,0.14697079212244848,0.6188009479991832,0.3427450286414495,0.48319041584560746,0.031352368591823485,0.7506335578181353,0.09175196125452693,0.05613569220837873,0.06268378690001418,0.18062856683546338,0.6154732591258905,0.5217014843074962,0.3175,0.465,0.23916666666666667,0.05833333333333333,0.17333333333333334,0.6041666666666667,0.25833333333333336,0.16666666666666669,0.2033333333333333,0.8166666666666668,0.3604166666666667
1.5,0.3695017182130584,0.28277756522102393,0.3695017182130584,0.2525296652570692,0.34765950525166306,0.3695017182130584,0.32299242424242425,0.3695017182130584,0.3695017182130584,0.3373718442886299,0.4894744620985748,0.07971422084737362,0.4745964717646386,0.39953706976701486,0.5715107027739903,0.023967610798714477,0.7416153846153847,0.10184137413580059,0.12475445458496306,0.04935835351089589,0.1746556473829201,0.5291178431188496,0.5201353747217566,0.46708333333333335,0.5483333333333333,0.19708333333333333,0.13333333333333333,0.10166666666666666,0.5333333333333334,0.1,0.10416666666666667,0.095,0.8741666666666668,0.39875
2.0,0.36030927835051546,0.2830688621662115,0.36030927835051546,0.27052194742352864,0.36464979316042356,0.36030927835051546,0.343030303030303,0.36030927835051546,0.36030927835051546,0.3323799151676529,0.5047845485427919,0.07889399791537043,0.5919634658214075,0.3505237625725989,0.4915591501033368,0.020621215866967295,0.5811408336368717,0.09215660730382866,0.07686015376898578,0.06658268580532864,0.12439193221148107,0.6591743224823958,0.60120493727098,0.43125,0.4916666666666667,0.28625,0.15,0.27749999999999997,0.5,0.18333333333333335,0.25,0.19333333333333333,0.7816666666666667,0.22833333333333333
3.0,0.35051546391752575,0.26295028738980486,0.35051546391752575,0.23623686765120322,0.3327526789694463,0.35051546391752575,0.3078030303030303,0.35051546391752575,0.35051546391752575,0.3078403688147401,0.45130691050915106,0.042660315081991154,0.5272628001004017,0.5360188343994314,0.5231656229797521,0.0058823529411764705,0.5810083800478161,0.08269264290237026,0.056941320202210696,0.037096604314122004,0.18880252100840336,0.3972791768840481,0.4500938011824088,0.4666666666666667,0.3616666666666667,0.2779166666666667,0.008333333333333333,0.1683333333333333,0.5,0.15,0.26666666666666666,0.03166666666666666,0.9475,0.20708333333333334
4.0,0.37396907216494846,0.2914975421884386,0.37396907216494846,0.26952855811900367,0.3685495445870045,0.37396907216494846,0.33689393939393936,0.37396907216494846,0.37396907216494846,0.32688673293857956,0.4838067375320124,0.0,0.630080280354604,0.35755411406785953,0.485666913746004,0.00438957475994513,0.6178343857634903,0.0714482103262591,0.08482380353460053,0.06879985172074422,0.24937911269058807,0.5568789945962856,0.4688988207639949,0.5220833333333333,0.5199999999999999,0.3366666666666666,0.13333333333333333,0.17583333333333334,0.5041666666666667,0.15000000000000002,0.19166666666666665,0.22833333333333333,0.71,0.23375000000000004
