param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_barley,precision_wheat,precision_corn,precision_fodder,precision_misc.,precision_orchards,precision_cereals,precision_perm._meadows,precision_protein_crops,precision_rapeseed,precision_temp._meadows,precision_vegetables,recall_barley,recall_wheat,recall_corn,recall_fodder,recall_misc.,recall_orchards,recall_cereals,recall_perm._meadows,recall_protein_crops,recall_rapeseed,recall_temp._meadows,recall_vegetables
1.25,0.37195131794512687,0.31487468499076615,0.37195131794512687,0.33673950325338453,0.33679063311418833,0.37195131794512687,0.37194356540084383,0.37195131794512687,0.37195131794512687,0.38539013472289174,0.3854572018838071,0.09494965242050403,0.32836203012673604,0.5461155794716204,0.5914807256235827,0.36815619967793883,0.41645021645021646,0.32349419032812377,0.2157412119451656,0.18264927419894308,0.25071396979844573,0.5823736660820927,0.2517618740193418,0.5673826789524933,0.35012658227848104,0.4262658227848101,0.3990506329113924,0.17531645569620255,0.26544303797468355,0.45107594936708856,0.2382278481012658,0.2285759493670886,0.21306962025316456,0.7945569620253166,0.28253164556962024,0.6390822784810126
1.5,0.41540129536674064,0.3622818528833134,0.41540129536674064,0.3807567773087407,0.38075288558435005,0.41540129536674064,0.4154720464135021,0.41540129536674064,0.41540129536674064,0.4344612779466721,0.43442829614468276,0.25638672628825737,0.4216388353097364,0.44031551368232835,0.6270532288089136,0.37929199630066196,0.5405702306079665,0.3194777608012902,0.2592539682539683,0.31958546123763515,0.3802465650291737,0.5527612170436134,0.35607812666636196,0.6172624316184153,0.5017405063291139,0.5592721518987341,0.6164556962025316,0.3454113924050633,0.1805379746835443,0.508987341772152,0.10762658227848101,0.2631329113924051,0.11528481012658229,0.8446835443037974,0.2561708860759494,0.6863607594936709
2.0,0.4034753262958576,0.3492276851672632,0.4034753262958576,0.37237244224596633,0.37235357859308815,0.4034753262958576,0.40344936708860757,0.4034753262958576,0.4034753262958576,0.4111642461818315,0.411123566225133,0.19897723688321461,0.3744997355548877,0.4617270288397049,0.5596381173899984,0.3939976809549336,0.5058321209916954,0.33400986820063694,0.29789518278733096,0.29285498225822265,0.2971611721611721,0.537801291163977,0.24647619047619046,0.6320775834032282,0.39531645569620255,0.477879746835443,0.6161392405063291,0.3234177215189874,0.20569620253164556,0.4539240506329114,0.2760126582278481,0.32594936708860756,0.12015822784810126,0.8922468354430378,0.11006329113924049,0.6445886075949367
3.0,0.4202003477289634,0.36745056606182935,0.4202003477289634,0.38145598897260974,0.3814804368605676,0.4202003477289634,0.4201529535864979,0.4202003477289634,0.4202003477289634,0.4213806295540515,0.4213679436311855,0.17054490964503716,0.38607607678353817,0.47323389051256115,0.670935775050328,0.3349269662583142,0.39889705882352944,0.3607158738235712,0.3075190985485103,0.25145292695734683,0.20812499999999998,0.6303166113846621,0.40009250511730443,0.6342757713889517,0.485,0.5818037974683544,0.675126582278481,0.40186708860759496,0.13569620253164555,0.3787025316455696,0.19303797468354428,0.3682278481012658,0.1575,0.8574367088607595,0.130253164556962,0.6771835443037975
4.0,0.3751026934814999,0.31823183299529906,0.3751026934814999,0.33101387497081547,0.33106053300996285,0.3751026934814999,0.37489978902953586,0.3751026934814999,0.3751026934814999,0.36739467458656316,0.3673530853256762,0.18077630260858854,0.2931057888039512,0.366890595068073,0.6419259595730183,0.3153803935252884,0.4214623655913979,0.3446539591446335,0.24607065048241514,0.2621853435654341,0.22663736263736264,0.41742796795738923,0.2866732890461704,0.5863224196436241,0.35063291139240504,0.47905063291139244,0.5504746835443038,0.31310126582278486,0.1779113924050633,0.37085443037974686,0.16759493670886078,0.31556962025316454,0.052500000000000005,0.9272784810126582,0.16499999999999998,0.6288291139240506
