param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_wheat,precision_fodder,precision_misc.,precision_orchards,precision_protein_crops,precision_vegetables,recall_wheat,recall_fodder,recall_misc.,recall_orchards,recall_protein_crops,recall_vegetables
0.5,0.5178086800493439,0.4213925488579225,0.5178086800493439,0.4985409012896538,0.4984690776329058,0.5178086800493439,0.5178137860082306,0.5178086800493439,0.5178086800493439,0.5567793559833252,0.556788254484935,0.46297678912463186,0.6646356011299546,0.5992638819751497,0.4790173635148999,0.4168057938438373,0.5348335814309045,0.6461199140052054,0.5149074074074075,0.6110185185185185,0.4289197530864198,0.5031481481481481,0.4360493827160493,0.6128395061728396
1.0,0.4746077069728522,0.3695348582938346,0.4746077069728522,0.43653657390443257,0.4367192739669523,0.4746077069728522,0.47449588477366256,0.4746077069728522,0.4746077069728522,0.49539777849084404,0.49564705656477265,0.3243630537937488,0.4468743197945235,0.5163419581754602,0.5099674652469683,0.40375105374673953,0.43302546235587613,0.6624264116254963,0.3582716049382716,0.5556172839506173,0.1618827160493827,0.6037037037037037,0.5318827160493826,0.6356172839506173
1.5,0.4791927260806929,0.37498511736338414,0.4791927260806929,0.4449108222841601,0.44496368324470054,0.4791927260806929,0.4789711934156379,0.4791927260806929,0.4791927260806929,0.5228902993477054,0.5230692583843835,0.32214300384983396,0.5740408731378268,0.6168511787571307,0.5651111111111111,0.40972741582723343,0.3952954637232467,0.5763157535296839,0.4679012345679013,0.5040123456790123,0.15996913580246913,0.6804629629629629,0.34098765432098765,0.7204938271604938
2.0,0.44300428740262765,0.33149202149118845,0.44300428740262765,0.4035596901127426,0.4036986700834449,0.44300428740262765,0.4427417695473251,0.44300428740262765,0.44300428740262765,0.4496793688083816,0.44959755998855205,0.28449459886497686,0.48732026143790846,0.4603882423516117,0.4559846776934645,0.2791660802251935,0.37461148646585035,0.6406054646762611,0.27138888888888885,0.6683641975308642,0.3143518518518518,0.2782407407407408,0.46577160493827163,0.6583333333333333
2.5,0.4974594767125888,0.39695505710898127,0.4974594767125888,0.4723108848160017,0.47234858985195327,0.4974594767125888,0.49740740740740746,0.4974594767125888,0.4974594767125888,0.5443507361794876,0.544312223466293,0.4213511433423182,0.5784857857842298,0.5999747250524703,0.5999540229885058,0.41979178830127006,0.4434389635450982,0.6244591314053514,0.45623456790123457,0.4640432098765432,0.1821604938271605,0.7303086419753086,0.47358024691358025,0.6781172839506173
3.0,0.4721905435598382,0.36665386559911717,0.4721905435598382,0.43010760040024554,0.43011217686282466,0.4721905435598382,0.4722839506172839,0.4721905435598382,0.4721905435598382,0.4812922347688999,0.48151335734159123,0.24057605798938436,0.5499479537249321,0.5340688644381617,0.48624505928853756,0.412779469822479,0.34352446632560674,0.561187595013682,0.4292592592592593,0.6310802469135803,0.1522222222222222,0.5343518518518519,0.33651234567901234,0.7502777777777778
