Metric,test_Highest GMean Epoch,val_Highest GMean Epoch,val_mean,val_std,val_min,val_25%,val_50%,val_75%,val_max
accuracy,0.6103145981763275,0.6405803638550593,0.580930272346912,0.0865009267336032,0.030446549391069,0.5669636144940611,0.5975793113817471,0.6199819576003609,0.6457675537513156
kappa,0.576559086658974,0.5991512554464702,0.5359214473009392,0.08659310334391226,-0.0015700318777316,0.5208085096461523,0.5532780123896814,0.5766554766569973,0.6039456924505744
f1_micro,0.6103145981763275,0.6405803638550593,0.580930272346912,0.0865009267336032,0.030446549391069,0.5669636144940611,0.5975793113817471,0.6199819576003609,0.6457675537513156
f1_macro,0.5739669616943102,0.5200444209855349,0.46211156402266096,0.076134055953404,0.0246717465925483,0.4492323598454599,0.4789985562975168,0.5060205086650359,0.5243212617731666
f1_weighted,0.6160432621751535,0.6591963861397471,0.5898409530926555,0.09274343543385467,0.0133273128346298,0.5714862179879806,0.6136908160784786,0.6339656031432992,0.6624701352600578
recall_micro,0.6103145981763275,0.6405803638550593,0.580930272346912,0.0865009267336032,0.030446549391069,0.5669636144940611,0.5975793113817471,0.6199819576003609,0.6457675537513156
recall_macro,0.6089753104846485,0.6319589136466289,0.5647430487317556,0.07548917687533513,0.1165943360122464,0.5515271693958549,0.582521371376423,0.599988387139076,0.6319589136466289
recall_weighted,0.6103145981763275,0.6405803638550593,0.580930272346912,0.0865009267336032,0.030446549391069,0.5669636144940611,0.5975793113817471,0.6199819576003609,0.6457675537513156
precision_micro,0.6103145981763275,0.6405803638550593,0.580930272346912,0.0865009267336032,0.030446549391069,0.5669636144940611,0.5975793113817471,0.6199819576003609,0.6457675537513156
precision_macro,0.5804167879273403,0.552667082608118,0.5216162816761736,0.07828088377546916,0.0182916192134931,0.5233903418057736,0.5414746646954987,0.5526287906714401,0.5740832619562249
precision_weighted,0.6370195036306189,0.7619237805109278,0.7345811786934553,0.10374371257679876,0.01370294513978,0.7472041784196419,0.7570506060401467,0.7637085144204596,0.7806411737123985
gmean,0.7676680661344853,0.5860749513715052,0.47437300506125935,0.11470130160592888,0.0,0.4440651160032232,0.5016132248605216,0.5365066654875884,0.5860749513715052
precision_barley,0.7747331987308913,0.957259585166562,0.9272281045888715,0.13667378157206803,0.0,0.9312785519812085,0.963906392501118,0.9710325801672752,0.980865224625624
precision_wheat,0.8164874551971326,0.1816283924843423,0.16034340367560534,0.05395368656395085,0.0,0.1257002966890761,0.1506635588349695,0.19359402495600703,0.2829457364341085
precision_corn,0.8871229322088875,0.948771562990068,0.9196198984271408,0.13610053272543363,0.0,0.9346935381121917,0.9471804238686823,0.9541776988671603,0.9636465324384788
precision_fodder,0.5651995063759769,0.5522388059701493,0.44929812114039847,0.13498147802420193,0.0521512385919165,0.3973108192620387,0.46563533301842225,0.5177694494701472,0.7931034482758621
precision_fallow,0.4711881693013768,0.3184510250569476,0.25892626747999214,0.04609280508535572,0.0,0.23946878635893631,0.2665508814985871,0.2820842291265441,0.3356164383561644
precision_misc.,0.4848891873740765,0.7894021739130435,0.7979336937771678,0.11320185812242618,0.0,0.7833418178914375,0.8064118519123007,0.8474313048175472,0.8755020080321285
precision_orchards,0.0926966292134831,0.1426783479349186,0.1343774875203866,0.0444144190230442,0.0131578947368421,0.10517484987636869,0.13946007888284828,0.16800828481862956,0.2244897959183673
precision_cereals,0.6147914475990186,0.5020242914979757,0.4312899417398691,0.07031054777674776,0.0622369212266987,0.4046952487601983,0.43360314107604464,0.4640661043829296,0.5715871254162043
precision_perm._meadows,0.3958425475453339,0.6912393162393162,0.6594697329032332,0.13786079383846422,0.0,0.6554889475613006,0.6943690831873806,0.719024410183413,0.7714987714987716
precision_protein_crops,0.2867647058823529,0.7679083094555874,0.703951758071566,0.14940136801854922,0.0,0.6581982402895944,0.7448838586563138,0.790642303433001,0.8722466960352423
precision_rapeseed,0.943078913324709,0.9741510390268626,0.9686788107199715,0.12413667914327592,0.0478632478632478,0.9829722559647958,0.9895479423621047,0.9930153667457411,0.9956966110812264
precision_temp._meadows,0.4117849758787043,0.1553398058252427,0.13194059862600793,0.025851413793858274,0.05,0.12138528138528137,0.1330995675795542,0.14447845921657396,0.208
precision_vegetables,0.80083857442348,0.203579418344519,0.23795384312004372,0.06176574361385949,0.0123817473567056,0.20815661575987035,0.245926506338778,0.2774058681531991,0.367816091954023
recall_barley,0.8953333333333333,0.7615,0.6952844827586208,0.12727467575415094,0.0,0.661125,0.7230000000000001,0.768375,0.831
recall_wheat,0.7593333333333333,0.87,0.8363793103448276,0.1438773634203073,0.0,0.825,0.87,0.91,0.97
recall_corn,0.9116666666666666,0.9075,0.8821637931034483,0.12387873909349835,0.0,0.878625,0.9045,0.924375,0.9545
recall_fodder,0.458,0.37,0.2845689655172414,0.10464763131223731,0.05,0.2,0.2875,0.35375,0.535
recall_fallow,0.308,0.6983016983016983,0.7476833511316269,0.12923399894422072,0.0,0.7185314685314685,0.7752247752247752,0.8156843156843157,0.8641358641358642
recall_misc.,0.4813333333333333,0.2905,0.19384482758620686,0.07331571998785916,0.0,0.15225,0.19025,0.23725,0.3475
recall_orchards,0.4342105263157895,0.5671641791044776,0.3961228341053353,0.1047985179007564,0.0547263681592039,0.3407960199004975,0.4129353233830846,0.4564676616915423,0.5970149253731343
recall_cereals,0.5846666666666667,0.62,0.5601379310344827,0.14298232601807476,0.14,0.5115000000000001,0.582,0.662,0.774
recall_perm._meadows,0.2983333333333333,0.3235,0.21350000000000002,0.11191741943026487,0.0,0.11574999999999999,0.23175,0.302375,0.3915
