epoch,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_barley,precision_wheat,precision_fallow,precision_misc.,precision_orchards,precision_perm._meadows,precision_protein_crops,precision_rapeseed,precision_vegetables,recall_barley,recall_wheat,recall_fallow,recall_misc.,recall_orchards,recall_perm._meadows,recall_protein_crops,recall_rapeseed,recall_vegetables,trainloss,valloss,FLOPs_per_epoch,cumulative_FLOPs,runtime_per_epoch,Params
11,0.638383557839189,0.5795667709524588,0.638383557839189,0.531585276135651,0.6519179054458211,0.638383557839189,0.6497462670014899,0.638383557839189,0.638383557839189,0.602238280880185,0.8534088764165888,0.5469099845781871,0.43575418994413406,0.9528535980148883,0.09780621572212066,0.549618320610687,0.12256973795435334,0.9466666666666667,0.41597796143250687,0.973305954825462,0.9255918827508456,0.78,0.95952023988006,0.535,0.144,0.7286432160804021,0.1775,0.755,0.9470529470529471,0.821,0.9007518,0.79827374,480608640,5767303680,233.9834339618683,102025
12,0.706707401749757,0.65120757285246,0.706707401749757,0.5864860541934438,0.7375183248560817,0.706707401749757,0.672940638306169,0.706707401749757,0.706707401749757,0.6225933163215911,0.849933802875657,0.6103061606790384,0.5859375,0.9605788423153693,0.1297016861219196,0.5652173913043478,0.13900414937759337,0.9043112513144059,0.40594059405940597,0.9913885898815931,0.9212598425196851,0.75,0.9620189905047476,0.5,0.182,0.6733668341708543,0.43,0.82,0.9200799200799201,0.819,0.9011902,0.7260962,480608640,6247912320,229.37031030654907,102025
13,0.7153173170393001,0.6612851137009615,0.7153173170393001,0.5940240944898922,0.743822205117283,0.7153173170393001,0.6856895294607093,0.7153173170393001,0.7153173170393001,0.6180337841913824,0.8475760387379611,0.6218696368261666,0.5126582278481012,0.9733879222108496,0.13761467889908258,0.5444444444444444,0.1396702230843841,0.8966942148760331,0.46920821114369504,0.9842602308499475,0.9043659043659044,0.81,0.9505247376311844,0.45,0.196,0.7236180904522613,0.434,0.8,0.9370629370629371,0.87,0.89235574,0.6883883,480608640,6728520960,244.3623402118683,102025
14,0.7085127065685322,0.653722070459404,0.7085127065685322,0.5937661474031782,0.7438060734846488,0.7085127065685322,0.6671222203589097,0.7085127065685322,0.7085127065685322,0.639168146021199,0.8559211827300625,0.5892136388820209,0.71,0.9848721961398018,0.15384615384615385,0.5314685314685315,0.11808669656203288,0.8967935871743486,0.43783783783783786,0.9933701657458563,0.9262381454162276,0.71,0.9435282358820589,0.37,0.152,0.7939698492462312,0.4475,0.81,0.8981018981018981,0.879,0.87887293,0.71292037,480608640,7209129600,241.2522566318512,102025
15,0.7130954034161922,0.6596178599847989,0.7130954034161922,0.6058381811066208,0.7389075152162075,0.7130954034161922,0.6804835192239606,0.7130954034161922,0.7130954034161922,0.619312629508478,0.8455813265013494,0.6229585211158277,0.5797101449275363,0.9700963000506843,0.15079365079365079,0.40305010893246185,0.1257285595337219,0.9225,0.5433962264150943,0.9757330637007078,0.9028056112224448,0.8,0.9565217391304348,0.285,0.37,0.7587939698492462,0.369,0.72,0.964035964035964,0.901,0.86751246,0.6632707,480608640,7689738240,238.67963933944702,102025
16,0.7421191501180392,0.690528607803093,0.7421191501180392,0.6169915583279326,0.7677570361750377,0.7421191501180392,0.6989751144386352,0.7421191501180392,0.7421191501180392,0.6410966592098859,0.8526528996613636,0.6305967560270931,0.5220125786163522,0.973697521497218,0.14154200230149597,0.5374149659863946,0.17320703653585928,0.8832179930795848,0.6228813559322034,0.9907120743034056,0.9251844046364595,0.83,0.9620189905047476,0.615,0.158,0.6432160804020101,0.5105,0.735,0.9590409590409591,0.878,0.8853081,0.6689954,480608640,8170346880,234.18830132484436,102025
17,0.7933620330509652,0.7470702047560231,0.7933620330509652,0.6599221234476473,0.8087715231661043,0.7933620330509652,0.7060723219514591,0.7933620330509652,0.7933620330509652,0.6487838243416784,0.8414585481969096,0.6728314975331944,0.6428571428571429,0.9471899224806202,0.1941031941031941,0.4511627906976744,0.23653846153846153,0.8818424566088118,0.5772058823529411,0.9764102564102564,0.9317443120260022,0.72,0.9770114942528736,0.395,0.388,0.6180904522613065,0.6605,0.785,0.951048951048951,0.86,0.8544024,0.6092303,480608640,8650955520,240.60412788391113,102025
18,0.7282321899736148,0.6756444423985408,0.7282321899736149,0.6065735663049172,0.7560959612267474,0.7282321899736148,0.7047758370802187,0.7282321899736148,0.7282321899736148,0.627169284134618,0.853250946243686,0.6536391012463093,0.538961038961039,0.9702411493073371,0.14743589743589744,0.6129032258064516,0.17302798982188294,0.9019792648444863,0.4079601990049751,0.9746963562753036,0.9173184357541899,0.83,0.9450274862568716,0.575,0.228,0.6834170854271356,0.4785,0.82,0.962037962037962,0.821,0.90282834,0.6693133,480608640,9131564160,233.0503749847412,102025
19,0.7429523677267046,0.6917738693967009,0.7429523677267046,0.6216077589919192,0.772213813307822,0.7429523677267046,0.6984036687013114,0.7429523677267046,0.7429523677267046,0.6262223725239262,0.8509972383855444,0.6613143986028226,0.5157232704402516,0.9717457114026236,0.1354292623941959,0.468944099378882,0.19003115264797507,0.9071428571428571,0.5370370370370371,0.98043254376931,0.9295154185022027,0.82,0.9625187406296851,0.56,0.302,0.6130653266331658,0.508,0.725,0.951048951048951,0.844,0.8453652,0.6549831,480608640,9612172800,239.76532101631165,102025
20,0.7475350645743647,0.696457176404548,0.7475350645743647,0.6323589224539133,0.7723672761595437,0.7475350645743647,0.7033858651220309,0.7475350645743647,0.7475350645743647,0.6351045552834661,0.8469719732293484,0.6624910714597719,0.6230769230769231,0.9452253999030538,0.17165668662674652,0.4490358126721763,0.15614236509758897,0.9131627056672761,0.5369127516778524,0.9835728952772074,0.9371554575523704,0.81,0.974512743628186,0.43,0.326,0.6834170854271356,0.4995,0.8,0.957042957042957,0.85,0.8093216,0.61686414,480608640,10092781440,232.61080861091614,102025
21,0.7561449798639078,0.7048395258620881,0.7561449798639078,0.6338824268805224,0.780011913512464,0.7561449798639078,0.6902253613459983,0.7561449798639078,0.7561449798639078,0.6600519928990747,0.8474934567799739,0.6308683348136674,0.7676767676767676,0.9600985221674877,0.1388888888888889,0.5411764705882353,0.21729490022172948,0.8706505295007564,0.5296167247386759,0.978328173374613,0.9367369589345172,0.76,0.9740129935032483,0.675,0.184,0.49246231155778897,0.5755,0.76,0.9470529470529471,0.844,0.8593039,0.62328136,480608640,10573390080,235.22756147384644,102025
22,0.707262880155534,0.6536730651456462,0.707262880155534,0.6026981790870565,0.7393489193429845,0.707262880155534,0.6755565860755639,0.707262880155534,0.707262880155534,0.6434323152543974,0.8598429771314782,0.6142754307767402,0.7040816326530612,0.9868073878627969,0.1634980988593156,0.5314009661835749,0.11827141774071266,0.925531914893617,0.4857142857142857,0.9915966386554622,0.8839884947267498,0.69,0.9345327336331835,0.43,0.22,0.7839195979899497,0.3915,0.765,0.9430569430569431,0.922,0.81349087,0.66310954,480608640,11053998720,235.56873106956482,102025
23,0.7732259408415498,0.7249360966864029,0.7732259408415498,0.6423148704126302,0.7925238052118302,0.7732259408415498,0.6994504344565708,0.7732259408415498,0.7732259408415498,0.6395648816708579,0.8421882337479404,0.6434673266840157,0.6299212598425197,0.9625374625374625,0.25,0.45257452574525747,0.15670800450958286,0.8920367534456355,0.5365853658536586,0.9845837615621789,0.8911368015414258,0.8,0.9630184907546226,0.265,0.334,0.6984924623115578,0.5825,0.77,0.957042957042957,0.925,0.8425366,0.5778116,480608640,11534607360,241.00436902046204,102025
24,0.7376753228718234,0.6872793729443689,0.7376753228718235,0.6356961125555727,0.7677142290945067,0.7376753228718234,0.7053093932791145,0.7376753228718234,0.7376753228718234,0.6446907193415581,0.8588751586767966,0.6674810024730342,0.6456692913385826,0.9844640082858622,0.16468253968253968,0.42516268980477223,0.14610069101678183,0.9287925696594427,0.6127659574468085,0.97165991902834,0.9229188078108942,0.82,0.9500249875062469,0.415,0.392,0.7437185929648241,0.45,0.72,0.9590409590409591,0.898,0.8751157,0.6195304,480608640,12015216000,235.16910076141357,102025
25,0.7526732398278017,0.7033362839369047,0.7526732398278017,0.6480827139266135,0.7798815285754804,0.7526732398278017,0.7159025879433126,0.7526732398278017,0.7526732398278017,0.6516877239829308,0.8561297031737305,0.6808604651272697,0.7454545454545455,0.9743718592964824,0.16865079365079366,0.45,0.16340621403912542,0.9145220588235294,0.5366666666666666,0.9836233367451381,0.9284940411700975,0.82,0.9690154922538731,0.425,0.396,0.7135678391959799,0.4975,0.805,0.9600399600399601,0.857,0.87545174,0.6218343,480608640,12495824640,242.0008099079132,102025
26,0.7554506318566866,0.7060607238549876,0.7554506318566865,0.6440058564567206,0.7805496074025954,0.7554506318566866,0.7170803090764931,0.7554506318566866,0.7554506318566866,0.6569412463063458,0.8576462542677991,0.671699198245164,0.6296296296296297,0.9678230266465561,0.1367231638418079,0.5627705627705628,0.21140939597315436,0.902972027972028,0.6031746031746031,0.9856704196519959,0.9122983870967742,0.85,0.9620189905047476,0.605,0.26,0.6331658291457286,0.5165,0.76,0.962037962037962,0.905,0.826419,0.5920063,480608640,12976433280,237.72690987586975,102025
27,0.7691987223996667,0.7211790421752954,0.7691987223996667,0.6538887062471344,0.7911463960957803,0.7691987223996667,0.7137886018595262,0.7691987223996667,0.7691987223996667,0.6516530704795532,0.8502112552323596,0.6753589623483647,0.680672268907563,0.96274217585693,0.19900497512437812,0.43825665859564167,0.17174177831912302,0.9136212624584718,0.6153846153846154,0.9776422764227642,0.905811623246493,0.81,0.9685157421289355,0.4,0.362,0.7085427135678392,0.55,0.76,0.961038961038961,0.904,0.8248751,0.5789791,480608640,13457041920,232.30336785316467,102025
28,0.7415636717122622,0.6913588162788149,0.7415636717122622,0.6454064059349188,0.7699508780718235,0.7415636717122622,0.7116747268313232,0.7415636717122622,0.7415636717122622,0.6745041048129137,0.8637684488936775,0.6679100952264788,0.8279569892473119,0.9762626262626263,0.15092165898617513,0.48214285714285715,0.17478152309612985,0.9234642497482377,0.631578947368421,0.9897225077081192,0.9137055837563451,0.77,0.9660169915042479,0.655,0.27,0.7035175879396985,0.4585,0.72,0.962037962037962,0.9,0.7541367,0.62737983,480608640,13937650560,238.781090259552,102025
29,0.7548951534509096,0.7051514542728079,0.7548951534509096,0.6416388071881505,0.7798589899310451,0.7548951534509096,0.6936748672964347,0.7548951534509096,0.7548951534509096,0.6560835838682355,0.8505627903766105,0.6272972486685097,0.7027027027027027,0.9737638748738647,0.2193877551020408,0.4264705882352941,0.14035087719298245,0.9101527403414196,0.665158371040724,0.9856996935648621,0.8810656517602283,0.78,0.9645177411294353,0.215,0.348,0.8040201005025126,0.5065,0.735,0.964035964035964,0.926,0.8107647,0.5799427,480608640,14418259200,234.04890155792236,102025
30,0.7311484516039439,0.6792385624330934,0.7311484516039439,0.6226410298689703,0.7606212853921615,0.7311484516039439,0.7030840182788416,0.7311484516039439,0.7311484516039439,0.6529399306027552,0.859024223447094,0.65199302378901,0.7473684210526316,0.9736575481256332,0.14880201765447668,0.5327102803738317,0.16685584562996594,0.9095330739299611,0.48011363636363635,0.9805527123848515,0.9368658399098083,0.71,0.960519740129935,0.59,0.228,0.7386934673366834,0.4675,0.845,0.957042957042957,0.831,0.77764535,0.63769895,480608640,14898867840,231.6119363307953,102025
31,0.7533675878350229,0.703960745986987,0.7533675878350228,0.6446275496490064,0.7778679486354299,0.7533675878350229,0.7137944872776188,0.7533675878350229,0.7533675878350229,0.6396822424870494,0.851337811305407,0.6861587272091272,0.5886524822695035,0.9646061814556331,0.14372716199756394,0.42213883677298314,0.22737306843267108,0.9196597353497165,0.5936254980079682,0.977482088024565,0.9198751300728408,0.83,0.967016491754123,0.59,0.45,0.5175879396984925,0.4865,0.745,0.954045954045954,0.884,0.8001802,0.5910849,480608640,15379476480,233.93711829185486,102025
32,0.775031245660325,0.728326528893657,0.775031245660325,0.6635128709224506,0.7995596054641542,0.775031245660325,0.7198650318489959,0.775031245660325,0.775031245660325,0.6669633861121556,0.858755997268125,0.6858147685934821,0.7425742574257426,0.982078853046595,0.225130890052356,0.4770408163265306,0.16856492027334852,0.9078633836378078,0.6108949416342413,0.9855521155830753,0.902970297029703,0.75,0.9585207396301849,0.43,0.374,0.7437185929648241,0.5715,0.785,0.954045954045954,0.912,0.74582636,0.5735889,480608640,15860085120,236.90233397483826,102025
33,0.7605888071101236,0.7122324310931347,0.7605888071101236,0.6500711041843805,0.7840740136969057,0.7605888071101236,0.722908281048073,0.7605888071101236,0.7605888071101236,0.6401190077673149,0.8510435243883029,0.6967839953215454,0.6377952755905512,0.973590655154901,0.1891891891891892,0.40217391304347827,0.19047619047619047,0.911190053285968,0.5505226480836237,0.9826530612244898,0.9234800838574424,0.81,0.9580209895052474,0.525,0.444,0.6231155778894473,0.513,0.79,0.962037962037962,0.881,0.750298,0.5825974,480608640,16340693760,240.83897638320923,102025
34,0.7990556867101791,0.7542585472938729,0.7990556867101791,0.6730443243769676,0.8137483566788848,0.7990556867101791,0.7183014730348815,0.7990556867101791,0.7990556867101791,0.6552648099533959,0.8457740963440642,0.6911435329841489,0.6129032258064516,0.9485686559922368,0.20612244897959184,0.41883116883116883,0.29152542372881357,0.8886583679114799,0.6083650190114068,0.9907120743034056,0.9316969050160085,0.76,0.9770114942528736,0.505,0.516,0.4321608040201005,0.6425,0.8,0.9590409590409591,0.873,0.76791954,0.54065406,480608640,16821302400,234.59311056137085,102025
35,0.7705874184141092,0.7226913350325797,0.7705874184141092,0.6547652149620671,0.7943964699973742,0.7705874184141092,0.7232695854062772,0.7705874184141092,0.7705874184141092,0.650320439278804,0.8521878335235241,0.6900846225601411,0.6304347826086957,0.9732593340060545,0.15708812260536398,0.49262536873156343,0.23505154639175257,0.8906976744186047,0.5681818181818182,0.98659793814433,0.9189473684210526,0.87,0.9640179910044977,0.615,0.334,0.5728643216080402,0.5745,0.75,0.9560439560439561,0.873,0.8174768,0.57655233,480608640,17301911040,235.27661418914795,102025
36,0.7912789890293015,0.7452750237488829,0.7912789890293015,0.6639177623565186,0.8094163766008547,0.7912789890293015,0.7081716851088561,0.7912789890293015,0.7912789890293015,0.6677846261439369,0.8505707843833329,0.6655008242513895,0.7281553398058253,0.9643916913946587,0.22916666666666666,0.49523809523809526,0.1814621409921671,0.884404924760602,0.6302521008403361,0.9826175869120655,0.9143730886850153,0.75,0.974512743628186,0.385,0.312,0.6984924623115578,0.6465,0.75,0.9600399600399601,0.897,0.76000303,0.5488095,480608640,17782519680,236.1594181060791,102025
37,0.7844743785585335,0.7376110121956934,0.7844743785585336,0.6594377791167507,0.8020090528023001,0.7844743785585335,0.7129356412117632,0.7844743785585335,0.7844743785585335,0.6430694518808409,0.845491854806751,0.6789953605128515,0.6148148148148148,0.9550561797752809,0.23247232472324722,0.3656998738965952,0.23217922606924643,0.8989675516224189,0.5588235294117647,0.9785056294779939,0.9511059371362048,0.83,0.9770114942528736,0.315,0.58,0.5728643216080402,0.6095,0.76,0.955044955044955,0.817,0.76864916,0.5790805,480608640,18263128320,239.47619819641113,102025
38,0.7866962921816414,0.7404004003388465,0.7866962921816415,0.6614031724582659,0.804995398084361,0.7866962921816414,0.7280520864199828,0.7866962921816414,0.7866962921816414,0.646381733382438,0.8471430273724787,0.698416188464638,0.5733333333333334,0.9611166500498505,0.18840579710144928,0.5134408602150538,0.23293172690763053,0.8812368236120871,0.5642857142857143,0.9787018255578094,0.923982869379015,0.86,0.9635182408795602,0.52,0.382,0.5829145728643216,0.627,0.79,0.964035964035964,0.863,0.71122223,0.56733376,480608640,18743736960,234.47946548461914,102025
39,0.7918344674350785,0.7449596790389692,0.7918344674350785,0.6587351737280526,0.8082176511924818,0.7918344674350785,0.7001363635500888,0.7918344674350785,0.7918344674350785,0.6531857931085228,0.8429750498480221,0.6518641079066857,0.7079646017699115,0.9309039280643635,0.20491803278688525,0.4672489082969432,0.1903323262839879,0.8884408602150538,0.5531135531135531,0.9895615866388309,0.9461883408071748,0.8,0.9830084957521239,0.25,0.428,0.6331658291457286,0.661,0.755,0.9470529470529471,0.844,0.7782056,0.54552776,480608640,19224345600,235.1593291759491,102025
40,0.7903069018191918,0.7447826543527785,0.7903069018191919,0.6743579604768256,0.8086300473153853,0.7903069018191918,0.7348409031324432,0.7903069018191918,0.7903069018191918,0.6666898551235606,0.8529452710076033,0.702992702061209,0.7410714285714286,0.960552268244576,0.18107667210440456,0.5086705202312138,0.2510548523206751,0.8869936034115139,0.5504885993485342,0.9904761904761905,0.9298245614035088,0.83,0.9735132433783108,0.555,0.352,0.5979899497487438,0.624,0.845,0.935064935064935,0.901,0.8192901,0.5478956,480608640,19704954240,238.59490323066711,102025
41,0.8068323843910568,0.7632223396375133,0.8068323843910568,0.6827568797613013,0.8217268424063372,0.8068323843910568,0.7305146573383221,0.8068323843910568,0.8068323843910568,0.6679563679855548,0.8517250964879558,0.6995165648592667,0.696,0.9556097560975609,0.22911051212938005,0.46238938053097345,0.23563218390804597,0.8868046571798189,0.6163265306122448,0.980788675429727,0.9489456159822419,0.87,0.9790104947526237,0.425,0.418,0.6180904522613065,0.6855,0.755,0.9690309690309691,0.855,0.7665642,0.53497714,480608640,20185562880,234.0440845489502,102025
42,0.7714206360227747,0.7246266840233333,0.7714206360227747,0.6657304120347244,0.7960343492707492,0.7714206360227747,0.7205991035295203,0.7714206360227747,0.7714206360227747,0.6711128711117371,0.8623348875322657,0.6875139564382422,0.7142857142857143,0.9743073047858942,0.2184873949579832,0.43570057581573896,0.17018909899888765,0.926829268292683,0.702020202020202,0.9817813765182186,0.9164149043303121,0.8,0.9665167416291854,0.39,0.454,0.7688442211055276,0.532,0.695,0.9690309690309691,0.91,0.7900211,0.5512079,480608640,20666171520,231.7472207546234,102025
43,0.7964171642827385,0.7517618365756281,0.7964171642827385,0.673001166232676,0.8151239211244158,0.7964171642827385,0.7176334058959216,0.7964171642827385,0.7964171642827385,0.6623514341827741,0.8513023178227208,0.6827278086886396,0.6484375,0.9816420193778684,0.2,0.4371584699453552,0.20868113522537562,0.8783321941216679,0.7044334975369458,0.9825997952917093,0.9198782961460447,0.83,0.9620189905047476,0.335,0.48,0.628140703517588,0.6425,0.715,0.9590409590409591,0.907,0.7665195,0.53387904,480608640,21146780160,229.39323711395264,102025
44,0.7819747257325371,0.7356257397516879,0.7819747257325371,0.6720489797743054,0.8059547789184306,0.7819747257325371,0.7202038654190343,0.7819747257325371,0.7819747257325371,0.6777438416903533,0.8572284685310596,0.6796623455799182,0.7766990291262136,0.9825730394669401,0.26223776223776224,0.47554347826086957,0.16233766233766234,0.8862973760932945,0.6512605042016807,0.9865841073271414,0.9161616161616162,0.8,0.9580209895052474,0.375,0.35,0.7537688442211056,0.608,0.775,0.955044955044955,0.907,0.7563586,0.5502312,480608640,21627388800,235.92855191230774,102025
45,0.780169420913762,0.7339232863594913,0.780169420913762,0.6714264744820253,0.8038006178593318,0.780169420913762,0.725507044707334,0.780169420913762,0.780169420913762,0.6725475763707125,0.8574786063773767,0.6966828136440778,0.7547169811320755,0.9795186891961085,0.2052313883299799,0.4576271186440678,0.19015047879616964,0.898176291793313,0.6666666666666666,0.9885773624091381,0.9122632103688934,0.8,0.9560219890054973,0.51,0.378,0.6984924623115578,0.591,0.73,0.951048951048951,0.915,0.79124594,0.54891664,480608640,22107997440,233.31894326210022,102025
46,0.7930842938480767,0.7472015078344398,0.7930842938480767,0.6666555262659968,0.8111753936827759,0.7930842938480767,0.6992902555536189,0.7930842938480767,0.7930842938480767,0.6759478074912599,0.8493868770654881,0.6442351371547764,0.8255813953488372,0.9617083946980854,0.22727272727272727,0.4422657952069717,0.17974683544303796,0.8879725085910652,0.6609442060085837,0.968937875751503,0.9291005291005291,0.71,0.9790104947526237,0.225,0.406,0.7135678391959799,0.646,0.77,0.9660339660339661,0.878,0.7486162,0.5300582,480608640,22588606080,226.32313346862793,102025
47,0.7798916817108735,0.7331774653420249,0.7798916817108735,0.6698182806211331,0.7988053145482663,0.7798916817108735,0.7281952271040252,0.7798916817108735,0.7798916817108735,0.6665623603455653,0.8537618401011714,0.6994963434982528,0.6587301587301587,0.9383954154727794,0.165402124430956,0.4701670644391408,0.2471042471042471,0.9176954732510288,0.6886792452830188,0.9847560975609756,0.9281314168377823,0.83,0.9820089955022488,0.545,0.394,0.6432160804020101,0.5575,0.73,0.968031968031968,0.904,0.74260867,0.5500246,480608640,23069214720,227.3637878894806,102025
48,0.791001249826413,0.7460136643296575,0.791001249826413,0.6653778301133509,0.8115216184908106,0.791001249826413,0.7254358375929727,0.791001249826413,0.791001249826413,0.6548489385282024,0.8562127783659622,0.6936235147975295,0.6422764227642277,0.9761300152361605,0.21994884910485935,0.4899497487437186,0.19562043795620437,0.8986534372785259,0.5614035087719298,0.9856996935648621,0.9239583333333333,0.79,0.960519740129935,0.43,0.39,0.6733668341708543,0.634,0.8,0.964035964035964,0.887,0.7025818,0.53714013,480608640,23549823360,231.50402855873108,102025
49,0.7543396750451327,0.7059099441263088,0.7543396750451327,0.6571552474388749,0.7798557160010889,0.7543396750451327,0.7201135599834793,0.7543396750451327,0.7543396750451327,0.6601573980743255,0.8625603362687692,0.6859861433871378,0.7033898305084746,0.9773071104387292,0.19035532994923857,0.37339055793991416,0.16102683780630106,0.9354838709677419,0.6798245614035088,0.984646878198567,0.9359916054564533,0.83,0.9685157421289355,0.375,0.522,0.6934673366834171,0.464,0.775,0.961038961038961,0.892,0.68168044,0.57223064,480608640,24030432000,229.21375513076782,102025
