epoch,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_fodder,precision_orchards,precision_protein_crops,precision_temp._meadows,precision_vegetables,recall_fodder,recall_orchards,recall_protein_crops,recall_temp._meadows,recall_vegetables,trainloss,valloss,FLOPs_per_epoch,cumulative_FLOPs,runtime_per_epoch,Params
0,0.027019724398811132,0.0,0.027019724398811132,0.010523546435148644,0.0014217166218790389,0.027019724398811132,0.2,0.027019724398811132,0.027019724398811132,0.0054039448797622265,0.0007300655065877096,0.0,0.0,0.0,0.027019724398811132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3866833,1.023949,80097600,80097600,45.47369885444641,101765
1,0.027019724398811132,0.0,0.027019724398811132,0.010523546435148644,0.0014217166218790389,0.027019724398811132,0.2,0.027019724398811132,0.027019724398811132,0.0054039448797622265,0.0007300655065877096,0.0,0.0,0.0,0.027019724398811132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0004901,1.0248337,80097600,160195200,45.8921115398407,101765
2,0.5395838962442583,-0.0011429834153107166,0.5395838962442583,0.1401895401895402,0.3789776680887192,0.5395838962442583,0.19960019990004998,0.5395838962442583,0.5395838962442583,0.10803354070868272,0.2920496014024238,0.0,0.0,0.0,0.0,0.0,0.5401677035434136,0.0,0.0,0.0,0.0,0.9980009995002499,1.029534,1.0041044,80097600,240292800,45.225571393966675,101765
3,0.3428803026209133,0.1814195782699719,0.3428803026209133,0.23334529386208364,0.44526225915738554,0.3428803026209133,0.2776527736131934,0.3428803026209133,0.3428803026209133,0.38265585473119745,0.7172728557343766,0.0,0.2857142857142857,0.0,0.027204502814258912,0.6925795053003534,0.9077809798270894,0.14,0.0,0.58,0.196,0.47226386806596704,0.9843098,0.9214167,80097600,320390400,45.61927604675293,101765
4,0.17481761686030803,0.10553218436167078,0.17481761686030803,0.192292804968324,0.18042128352383688,0.17481761686030803,0.3614,0.17481761686030803,0.17481761686030803,0.2214611447214379,0.22977398853790443,0.0,0.2898550724637681,0.08962264150943396,0.03480475382003396,0.6930232558139535,0.0,0.16,0.38,0.82,0.447,0.0,0.83877224,0.74053884,80097600,400488000,45.48589491844177,101765
5,0.6355039178600378,0.4584991138847856,0.6355039178600378,0.36847147238837197,0.6579556399793572,0.6355039178600378,0.4685210394802599,0.6355039178600378,0.6355039178600378,0.5120653356920166,0.7996689041101748,0.26311367343853054,0.7777777777777778,0.08860759493670886,0.08108108108108109,0.6729435084241824,0.9399167162403331,0.014,0.56,0.3,0.679,0.7896051974012993,0.717762,0.65090394,80097600,480585600,44.229934215545654,101765
6,0.6017292623615239,0.414864923713159,0.6017292623615239,0.34819990092145886,0.6363516582524905,0.6017292623615239,0.4600170914542729,0.6017292623615239,0.6017292623615239,0.4341212695654842,0.7478625849838291,0.28395175380769594,0.375,0.08871989860583017,0.06502242152466367,0.7196850393700788,0.9221789883268483,0.024,0.7,0.29,0.457,0.8290854572713643,0.62555414,0.6417643,80097600,560683200,43.717116355895996,101765
7,0.441772493920562,0.2957594885877586,0.441772493920562,0.3458803754189438,0.5235894045393364,0.441772493920562,0.48545897051474274,0.441772493920562,0.441772493920562,0.44863512535192446,0.774111153662433,0.4120985789837236,0.38461538461538464,0.13227513227513227,0.054111033028812365,0.6912899669239251,0.980884109916368,0.12,0.5,0.77,0.627,0.4102948525737131,0.6789136,0.6209243,80097600,640780800,48.59585380554199,101765
8,0.6495541745474196,0.47657844649406467,0.6495541745474196,0.43342649857206494,0.6836367711342676,0.6495541745474196,0.5267210394802598,0.6495541745474196,0.6495541745474196,0.45070629855167754,0.7463206670255633,0.48092299469639066,0.40476190476190477,0.13559322033898305,0.11057692307692307,0.670995670995671,0.9316037735849056,0.204,0.56,0.46,0.62,0.7896051974012993,0.6367503,0.59492433,80097600,720878400,44.75787949562073,101765
9,0.5125641718454472,0.35631965382462516,0.5125641718454472,0.3876652470733138,0.5846659405537988,0.5125641718454472,0.5307489255372314,0.5125641718454472,0.5125641718454472,0.46763838057473495,0.7767388199249555,0.47092818907715633,0.47619047619047616,0.14960629921259844,0.06714413607878246,0.676530612244898,0.9687203791469194,0.16,0.57,0.75,0.663,0.5107446276861569,0.5678915,0.5944594,80097600,800976000,45.521169662475586,101765
10,0.6495541745474196,0.4780741421793816,0.6495541745474196,0.44109426550414926,0.6883643302859462,0.6495541745474196,0.5316203898050975,0.6495541745474196,0.6495541745474196,0.4573883457321147,0.75336926605123,0.4962434008716274,0.3974358974358974,0.1485148514851485,0.10681399631675875,0.7053140096618358,0.928862973760933,0.248,0.45,0.58,0.584,0.7961019490254873,0.5662097,0.5886903,80097600,881073600,44.63336491584778,101765
11,0.5085112131856255,0.35008809182015554,0.5085112131856255,0.3955157384073548,0.5880806069081197,0.5085112131856255,0.5263468265867066,0.5085112131856255,0.5085112131856255,0.44339753498984374,0.7630220605977905,0.5047116365980492,0.3252747252747253,0.1574074074074074,0.07218479307025986,0.6868686868686869,0.9752520623281393,0.296,0.51,0.75,0.544,0.5317341329335332,0.51595026,0.56590545,80097600,961171200,45.21360754966736,101765
12,0.621183463928668,0.45107023173252503,0.621183463928668,0.41524246727928577,0.6618828968368597,0.621183463928668,0.526528035982009,0.621183463928668,0.621183463928668,0.4585942410798406,0.7579861800534409,0.45196871258171617,0.4413793103448276,0.14759036144578314,0.09023668639053255,0.6676413255360624,0.9461235216819974,0.128,0.49,0.61,0.685,0.719640179910045,0.4540826,0.5776657,80097600,1041268800,44.48660922050476,101765
13,0.5233720616049716,0.3650881146165913,0.5233720616049716,0.394581008733335,0.5908254025633156,0.5233720616049716,0.5338481759120439,0.5233720616049716,0.5233720616049716,0.4546100782913715,0.7648506973890702,0.4798318486516687,0.4090909090909091,0.15709969788519637,0.07291666666666667,0.6656891495601173,0.9682539682539683,0.18,0.52,0.77,0.681,0.5182408795602199,0.4849251,0.5464189,80097600,1121366400,42.950766801834106,101765
14,0.5266144285328289,0.3722548775204455,0.5266144285328289,0.4150388296763001,0.608841594775761,0.5266144285328289,0.5449452273863068,0.5266144285328289,0.5266144285328289,0.4672627229104818,0.782887905014741,0.5276933097889964,0.41148325358851673,0.15838509316770186,0.07209737827715355,0.7209908735332464,0.9733570159857904,0.344,0.51,0.77,0.553,0.5477261369315343,0.48153597,0.5485267,80097600,1201464000,43.39164137840271,101765
15,0.5806538773304513,0.4125894865115859,0.5806538773304513,0.4207187341646586,0.643942236641667,0.5806538773304513,0.5619305347326338,0.5806538773304513,0.5806538773304513,0.46260970456912265,0.7651464225502917,0.5248814683559603,0.41414141414141414,0.15421686746987953,0.08957055214723926,0.7108262108262108,0.9442934782608695,0.246,0.64,0.73,0.499,0.6946526736631684,0.50570244,0.5858883,80097600,1281561600,43.64990019798279,101765
16,0.6300999729802756,0.4672776498543776,0.6300999729802756,0.4564954726855003,0.6822355322646084,0.6300999729802756,0.593224187906047,0.6300999729802756,0.6300999729802756,0.47896133821383363,0.778756989615647,0.572921584731859,0.4352078239608802,0.15280898876404495,0.11775043936731107,0.741506646971935,0.9475327920049968,0.356,0.68,0.67,0.502,0.7581209395302348,0.5383115,0.52521145,80097600,1361659200,42.554368019104004,101765
17,0.5960551202377736,0.42581295328958724,0.5960551202377736,0.41452519075444905,0.6516826229918011,0.5960551202377736,0.5671253373313343,0.5960551202377736,0.5960551202377736,0.4684436833499001,0.7698007751535669,0.5115711538018727,0.4669811320754717,0.12714776632302405,0.10397553516819572,0.6967455621301775,0.9473684210526315,0.198,0.74,0.68,0.471,0.7466266866566716,0.5454789,0.5456536,80097600,1441756800,45.806050539016724,101765
18,0.5957849229937855,0.42671885326706915,0.5957849229937855,0.4326672377944192,0.6491502533160185,0.5957849229937855,0.5923252373813093,0.5957849229937855,0.5957849229937855,0.46969576915346584,0.7689652961668431,0.5630811705569261,0.4197802197802198,0.1411764705882353,0.1167192429022082,0.7322834645669292,0.9385194479297365,0.382,0.72,0.74,0.372,0.7476261869065467,0.50085604,0.5233456,80097600,1521854400,46.92470407485962,101765
19,0.6268576060524182,0.45687443042322107,0.6268576060524182,0.4509219731017713,0.6649352387178596,0.6268576060524182,0.5743203398300849,0.6268576060524182,0.6268576060524182,0.48205196377991716,0.7795277972560771,0.5533166794750934,0.36155913978494625,0.1945392491467577,0.11688311688311688,0.8023809523809524,0.9348973607038124,0.538,0.57,0.63,0.337,0.7966016991504248,0.5272904,0.5457595,80097600,1601952000,45.463510274887085,101765
