epoch,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_wheat,precision_corn,precision_orchards,precision_perm._meadows,precision_rapeseed,precision_temp._meadows,precision_vegetables,recall_wheat,recall_corn,recall_orchards,recall_perm._meadows,recall_rapeseed,recall_temp._meadows,recall_vegetables,trainloss,valloss,FLOPs_per_epoch,cumulative_FLOPs,runtime_per_epoch,Params
0,0.3428067424539396,0.148230581225001,0.3428067424539396,0.18105189061335938,0.27525247665412483,0.3428067424539396,0.2943351101634684,0.3428067424539396,0.3428067424539396,0.15396618765270884,0.2402743204844228,0.0,0.1293800539083558,0.0,0.10289587184226741,0.0,0.0,0.2897196261682243,0.5557677616501145,0.192,0.0,0.8308457711442786,0.0,0.0,0.31,0.7275,2.2560415,1.773116,368457792,368457792,525.5096261501312,101895
1,0.5246961975695805,0.38631867641035944,0.5246961975695805,0.42560298964803517,0.5446330585095345,0.5246961975695805,0.5394143551891432,0.5246961975695805,0.5246961975695805,0.45362463927712987,0.6729787706084416,0.45728136648939327,0.2562043795620438,0.7303128371089536,0.3891625615763547,0.3939393939393939,0.24295302013422818,0.3409090909090909,0.8218911917098446,0.702,0.33833083458270863,0.7860696517412935,0.26,0.905,0.15,0.6345,1.6713262,1.2368706,368457792,736915584,185.1128363609314,101895
2,0.7214817718541748,0.6208914038660497,0.7214817718541748,0.5779197820147054,0.737929710789335,0.7214817718541748,0.6834460472322474,0.7214817718541748,0.7214817718541748,0.5441234421467888,0.8151906145620303,0.657181081463155,0.4428007889546351,0.9724080267558528,0.41106719367588934,0.3218390804597701,0.5864197530864198,0.20465116279069767,0.8696780893042575,0.898,0.5812093953023488,0.5174129353233831,0.56,0.95,0.44,0.8375,1.1607864,0.7855751,368457792,1105373376,183.4190595149994,101895
3,0.7934143473147786,0.7091301096541345,0.7934143473147787,0.6348726724483698,0.7990873793260257,0.7934143473147786,0.7012001733674741,0.7934143473147786,0.7934143473147786,0.6127040946392187,0.8404120298979801,0.6473241905517207,0.5788819875776398,0.9890988372093024,0.5177865612648221,0.3939393939393939,0.6989247311827957,0.25510204081632654,0.8551951104842501,0.932,0.68015992003998,0.6517412935323383,0.26,0.975,0.5,0.9095,0.8052339,0.63459206,368457792,1473831168,182.1660075187683,101895
4,0.8749509996079968,0.8205089860312381,0.8749509996079968,0.7121495691122836,0.8826526843224143,0.8749509996079968,0.7597586425337438,0.8749509996079968,0.8749509996079968,0.6848854443414079,0.8975786095902993,0.7252056417451064,0.8270944741532977,0.9846678023850085,0.49185667752442996,0.41304347826086957,0.8590909090909091,0.29120879120879123,0.9272359777665488,0.928,0.8665667166416792,0.7512437810945274,0.38,0.945,0.53,0.9175,0.7453613,0.46188617,368457792,1842288960,182.49465465545654,101895
5,0.9035672285378283,0.859224183579744,0.9035672285378283,0.7298500197228543,0.9069391342334552,0.9035672285378283,0.7502392519092266,0.9035672285378283,0.9035672285378283,0.7474756094357006,0.9166123898137821,0.6856886738534781,0.9275653923541247,0.9650744735490498,0.5477031802120141,0.5365853658536586,0.9942857142857143,0.31746031746031744,0.9436548223350254,0.922,0.9390304847576212,0.7711442786069652,0.22,0.87,0.6,0.9295,0.67855924,0.36974433,368457792,2210746752,183.48929810523987,101895
6,0.8759310074480596,0.8220348089383374,0.8759310074480596,0.7095312320234657,0.8810391062403173,0.8759310074480596,0.7541163565338866,0.8759310074480596,0.8759310074480596,0.6839637485335684,0.8950594817399676,0.7090430993455485,0.757527733755943,0.9890616004605642,0.5224913494809689,0.4473684210526316,0.8220338983050848,0.31788079470198677,0.9313824419778002,0.956,0.8585707146426786,0.7512437810945274,0.34,0.97,0.48,0.923,0.64280236,0.41227734,368457792,2579204544,183.5979106426239,101895
7,0.8684829478635829,0.8129885848177372,0.8684829478635829,0.6779923994003197,0.887198618672789,0.8684829478635829,0.7283558231545209,0.8684829478635829,0.8684829478635829,0.6607045259796896,0.915548989070878,0.6623222092172472,0.9198396793587175,0.9783666846944294,0.3611111111111111,0.28865979381443296,0.9786096256684492,0.12650602409638553,0.9718387631143015,0.918,0.904047976011994,0.7114427860696517,0.56,0.915,0.21,0.88,0.6620064,0.5162086,368457792,2947662336,182.85349917411804,101895
8,0.849078792630341,0.7863423781077594,0.849078792630341,0.642091997529511,0.8594822335526195,0.849078792630341,0.7242750266657716,0.849078792630341,0.849078792630341,0.6366956248531681,0.8924777022543235,0.6482446896868599,0.6919831223628692,0.9873925501432664,0.5897435897435898,0.2676056338028169,0.7587548638132295,0.20430107526881722,0.9570885388375883,0.984,0.8610694652673663,0.22885572139303484,0.76,0.975,0.38,0.881,0.7096927,0.49857453,368457792,3316120128,184.18515300750732,101895
9,0.8918071344570757,0.8401178095552224,0.8918071344570757,0.7093008376782262,0.8882318443070001,0.8918071344570757,0.7149656781417394,0.8918071344570757,0.8918071344570757,0.7931208410210001,0.9033382128436803,0.5877151656836795,0.976545842217484,0.986939239068711,0.5604395604395604,0.8333333333333334,0.95,0.38392857142857145,0.8606593406593407,0.916,0.8685657171414293,0.7611940298507462,0.1,0.95,0.43,0.979,0.6569108,0.32383424,368457792,3684577920,183.7991714477539,101895
10,0.9180713445707566,0.8807221006650221,0.9180713445707566,0.738852712818755,0.9218705503413498,0.9180713445707566,0.7721983443246393,0.9180713445707566,0.9180713445707566,0.7493492855682476,0.9320317726689922,0.7025308976399808,0.9470588235294117,0.9809964047252183,0.63,0.5238095238095238,0.8981481481481481,0.3004115226337449,0.9650205761316872,0.966,0.9545227386306847,0.6268656716417911,0.22,0.97,0.73,0.938,0.7404631,0.30209884,368457792,4053035712,183.86836695671082,101895
11,0.9184633477067816,0.881291440612134,0.9184633477067816,0.7417382113122829,0.9207463788835029,0.9184633477067816,0.7695408782815415,0.9184633477067816,0.9184633477067816,0.746978597523021,0.9287027868586464,0.6926432854350739,0.9176029962546817,0.9664664664664665,0.5882352941176471,0.4878048780487805,0.9698492462311558,0.32275132275132273,0.9761399787910923,0.98,0.9650174912543729,0.746268656716418,0.2,0.965,0.61,0.9205,0.55096203,0.29368573,368457792,4421493504,188.14686059951782,101895
12,0.9117992943943551,0.8713206672829644,0.9117992943943551,0.7295543211800176,0.9150821625350766,0.9117992943943551,0.762271270548095,0.9117992943943551,0.9117992943943551,0.7540887155400856,0.927216972568605,0.6730080425145948,0.9785867237687366,0.9811912225705329,0.553030303030303,0.5714285714285714,0.9365853658536586,0.31221719457013575,0.945581627558662,0.914,0.9385307346326837,0.7263681592039801,0.16,0.96,0.69,0.947,0.54030114,0.32961366,368457792,4789951296,184.18151116371155,101895
13,0.9092512740101921,0.8687351479861275,0.9092512740101921,0.750027717236022,0.9141934172239031,0.9092512740101921,0.7859777707095279,0.9092512740101921,0.9092512740101921,0.7301217889127537,0.9231972947522659,0.7533330337386149,0.9119850187265918,0.9728205128205129,0.5323741007194245,0.5384615384615384,0.8502202643171806,0.3333333333333333,0.9716577540106952,0.974,0.9480259870064968,0.736318407960199,0.42,0.965,0.55,0.9085,0.5449949,0.30217394,368457792,5158409088,178.62073373794556,101895
14,0.9288514308114465,0.8959822705055409,0.9288514308114465,0.7490497949332537,0.9283527506290357,0.9288514308114465,0.7816300751543206,0.9288514308114465,0.9288514308114465,0.7626106719414929,0.9344724993816337,0.6777190471658656,0.9398058252427185,0.97920892494929,0.6444444444444445,0.5,0.9158878504672897,0.390625,0.9683026584867076,0.968,0.9650174912543729,0.7213930348258707,0.14,0.98,0.75,0.947,0.56072325,0.2509908,368457792,5526866880,176.78738141059875,101895
