param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_barley,precision_corn,precision_orchards,precision_cereals,precision_protein_crops,precision_rapeseed,precision_temp._meadows,precision_vegetables,recall_barley,recall_corn,recall_orchards,recall_cereals,recall_protein_crops,recall_rapeseed,recall_temp._meadows,recall_vegetables
0.5,0.536875,0.47071428571428575,0.536875,0.5214347450767297,0.5214347450767297,0.536875,0.536875,0.536875,0.536875,0.5683911042610762,0.5683911042610762,0.4668475012808832,0.4297299191158346,0.6662310151274886,0.5900454819442161,0.5448369178179746,0.2673130423491834,0.6144749011356012,0.6365400586490159,0.7979574979492952,0.3525,0.67,0.625,0.3275,0.3425,0.8150000000000001,0.625,0.5375
1.0,0.571875,0.5107142857142858,0.571875,0.5468073796810383,0.5468073796810383,0.571875,0.571875,0.571875,0.571875,0.5708172757556571,0.5708172757556572,0.41221958673503245,0.5053417581597975,0.6389257824216822,0.5438010772707154,0.41940420742668516,0.3601932132278133,0.682965641210873,0.6844041922989291,0.7315023340287621,0.45499999999999996,0.6975,0.7475,0.49749999999999994,0.1275,0.8275,0.595,0.6275000000000001
1.5,0.5053125,0.43464285714285716,0.5053125,0.4806555081631922,0.4806555081631922,0.5053125,0.5053124999999999,0.5053125,0.5053125,0.5334280274386592,0.5334280274386592,0.40661931377012417,0.4209929399630104,0.5741343174130059,0.5714151085852346,0.4100080710250202,0.3271295886775763,0.6429503628078637,0.6349182858068072,0.6858755452307556,0.3075,0.61,0.6775,0.3875,0.145,0.76,0.6224999999999999,0.5325
2.0,0.525,0.45714285714285713,0.525,0.49231720871488216,0.49231720871488216,0.525,0.525,0.525,0.525,0.5412410459444226,0.5412410459444226,0.3033597923955476,0.3572674274150129,0.6411501070479234,0.5549449063445007,0.512127632254751,0.28953703703703704,0.5730924626394371,0.6606283810100297,0.7411804138066888,0.42000000000000004,0.5725,0.6274999999999998,0.39249999999999996,0.10499999999999998,0.9075,0.5675,0.6075000000000002
2.5,0.5140625,0.4446428571428571,0.5140625,0.4789388909695843,0.4789388909695843,0.5140625,0.5140625,0.5140625,0.5140625,0.5309132470186879,0.5309132470186879,0.2808755231155091,0.36448070448070446,0.7399725497145517,0.586783431060648,0.5107110569382375,0.2438888888888889,0.4915146186949209,0.6746781479390175,0.6352765784325338,0.34249999999999997,0.55,0.6375,0.33499999999999996,0.0775,0.9125,0.595,0.6625
3.0,0.5549999999999999,0.4914285714285714,0.5549999999999999,0.5321453691125759,0.5321453691125759,0.5549999999999999,0.5549999999999999,0.5549999999999999,0.5549999999999999,0.5669359867463161,0.5669359867463161,0.3770157256706256,0.48754117999401014,0.8072824765063572,0.5955903234074441,0.4801694774777201,0.2756270102008261,0.5724382790341264,0.5771600385613427,0.7396791087887029,0.2875,0.6599999999999999,0.575,0.39249999999999996,0.22999999999999998,0.9075000000000001,0.73,0.6575
