epoch,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_wheat,precision_corn,precision_orchards,precision_perm._meadows,precision_rapeseed,precision_temp._meadows,precision_vegetables,recall_wheat,recall_corn,recall_orchards,recall_perm._meadows,recall_rapeseed,recall_temp._meadows,recall_vegetables,trainloss,valloss,FLOPs_per_epoch,cumulative_FLOPs,runtime_per_epoch,Params
0,0.3920031360250882,0.0009085402021463684,0.3920031360250882,0.0805509686253977,0.2210336261771007,0.3920031360250882,0.14285714285714285,0.3920031360250882,0.3920031360250882,0.056088395311010154,0.1539077879957158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39261876717707106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.041122,1.5620234,368457792,368457792,275.56761407852173,101895
1,0.44864758918071346,0.27455756856646596,0.44864758918071346,0.3555389660236155,0.37746626464219846,0.44864758918071346,0.4588320402698437,0.44864758918071346,0.44864758918071346,0.4470341359879299,0.6019373512739113,0.294992940122224,0.22033898305084745,0.7543859649122807,0.3320079522862823,0.4857142857142857,0.4791666666666667,0.25,0.607625099285147,0.728,0.04297851074462768,0.8308457711442786,0.17,0.575,0.1,0.765,1.6492608,0.9660337,368457792,736915584,206.27400827407837,101895
2,0.7612700901607213,0.6655346371640739,0.7612700901607213,0.6021818808395668,0.7746488122033348,0.7612700901607213,0.6721051771555587,0.7612700901607213,0.7612700901607213,0.5684954323621371,0.80934127759363,0.6407415015379658,0.5304568527918782,0.9116883116883117,0.38188976377952755,0.2608695652173913,0.7603305785123967,0.2545454545454545,0.8796875,0.836,0.7016491754122939,0.48258706467661694,0.36,0.92,0.56,0.8445,0.93658566,0.5438697,368457792,1105373376,209.7217288017273,101895
3,0.8296746373970991,0.753014551995378,0.8296746373970992,0.6608112854774097,0.8340647156110496,0.8296746373970991,0.6858967286079775,0.8296746373970991,0.8296746373970991,0.6558038933788327,0.8510391228839858,0.6213614896814131,0.8148893360160966,0.9567073170731707,0.43380281690140843,0.3611111111111111,0.9292929292929293,0.25190839694656486,0.8429153463105478,0.81,0.7841079460269865,0.7661691542288557,0.26,0.92,0.33,0.931,0.6079993,0.38037348,368457792,1473831168,179.58443474769592,101895
4,0.837906703253626,0.7671075227176686,0.8379067032536262,0.672861811530108,0.8483618858714328,0.837906703253626,0.7202668042311468,0.837906703253626,0.837906703253626,0.6512236239838893,0.871524910738554,0.6886616480280511,0.873767258382643,0.9875389408099688,0.49327354260089684,0.2789115646258503,0.8407079646017699,0.2264957264957265,0.8578703703703704,0.886,0.792103948025987,0.5472636815920398,0.41,0.95,0.53,0.9265,0.54879737,0.37155235,368457792,1842288960,177.72230553627014,101895
5,0.8796550372402979,0.8257986229839551,0.8796550372402979,0.7005975887928203,0.888709480862802,0.8796550372402979,0.7399941676283392,0.8796550372402979,0.8796550372402979,0.6932736213980701,0.9036146057307983,0.7025296045705849,0.896484375,0.9704459967759269,0.5753424657534246,0.2802547770700637,0.94,0.2591093117408907,0.9312784234461849,0.918,0.9025487256371814,0.417910447761194,0.44,0.94,0.64,0.9215,0.46939802,0.2877156,368457792,2210746752,181.68787622451782,101895
6,0.8849470795766367,0.8325686794994336,0.8849470795766367,0.7191371271578426,0.8910033370471936,0.8849470795766367,0.7412037701831388,0.8849470795766367,0.8849470795766367,0.705866426762711,0.9012073290936181,0.7052501182154027,0.9282868525896414,0.9854260089686099,0.5228215767634855,0.34074074074074073,0.9788359788359788,0.2857142857142857,0.8992395437262357,0.932,0.8785607196401799,0.6268656716417911,0.46,0.925,0.42,0.946,0.46133408,0.2698753,368457792,2579204544,177.0839581489563,101895
7,0.898079184633477,0.8517614834087952,0.898079184633477,0.7114153988177684,0.9020334262329819,0.898079184633477,0.7413088045529473,0.898079184633477,0.898079184633477,0.7311105776621858,0.9150836532071401,0.6463928452201803,0.9403292181069959,0.9791555318011759,0.4727272727272727,0.5172413793103449,0.9744897959183674,0.3,0.9338308457711443,0.914,0.9155422288855573,0.7761194029850746,0.15,0.955,0.54,0.9385,0.4688853,0.24885127,368457792,2947662336,173.98975348472595,101895
8,0.8669149353194826,0.8090200436839627,0.8669149353194826,0.6758661460436756,0.8712969466323865,0.8669149353194826,0.7338145793840819,0.8669149353194826,0.8669149353194826,0.6682401935001641,0.8921575894315265,0.6765922996141668,0.7191176470588235,0.9913544668587896,0.6179775280898876,0.2961165048543689,0.8032786885245902,0.31875,0.9310865191146881,0.978,0.8595702148925537,0.2736318407960199,0.61,0.98,0.51,0.9255,0.44346488,0.2790864,368457792,3316120128,207.97819304466248,101895
9,0.8923951391611132,0.8423992201090862,0.8923951391611131,0.7260407519665923,0.8932777166154255,0.8923951391611132,0.74594641378671,0.8923951391611132,0.8923951391611132,0.7272434587481368,0.9005433912947887,0.68149114283027,0.916988416988417,0.9859943977591037,0.6666666666666666,0.38333333333333336,0.8967136150234741,0.35294117647058826,0.8880666049953746,0.95,0.879560219890055,0.5870646766169154,0.23,0.955,0.66,0.96,0.4406039,0.21508206,368457792,3684577920,208.57085466384888,101895
