Metric,test_Highest GMean Epoch,val_Highest GMean Epoch,val_mean,val_std,val_min,val_25%,val_50%,val_75%,val_max
accuracy,0.6213713955058346,0.6869791666666667,0.5669200870646763,0.14355077554795548,0.0208333333333333,0.5043229166666667,0.6147916666666666,0.6530208333333334,0.7208333333333333
kappa,0.5839532363833444,0.6357262997328055,0.5082140323005297,0.1507730492637585,0.0,0.4455442950732893,0.5601388195383172,0.5990809930214563,0.6712122896674935
f1_micro,0.6213713955058346,0.6869791666666667,0.5669200870646763,0.14355077554795548,0.0208333333333333,0.5043229166666667,0.6147916666666666,0.6530208333333334,0.7208333333333333
f1_macro,0.577814519490211,0.5105535963727981,0.4104810536855861,0.11894599476924415,0.0034013605442176,0.36919978442308266,0.4528998892970797,0.48569784230461804,0.5218203243107586
f1_weighted,0.6206281504321622,0.7207326353076244,0.5954262833895345,0.1596114932992343,0.0008503401360544,0.5260481344042969,0.6540847728368101,0.6919015351862867,0.7506215639788478
recall_micro,0.6213713955058346,0.6869791666666667,0.5669200870646763,0.14355077554795548,0.0208333333333333,0.5043229166666667,0.6147916666666666,0.6530208333333334,0.7208333333333333
recall_macro,0.6033631120812785,0.6215,0.5235677860696519,0.12480706150210506,0.0833333333333333,0.5258958333333333,0.5725833333333333,0.5931666666666666,0.6215
recall_weighted,0.6213713955058346,0.6869791666666667,0.5669200870646763,0.14355077554795548,0.0208333333333333,0.5043229166666667,0.6147916666666666,0.6530208333333334,0.7208333333333333
precision_micro,0.6213713955058346,0.6869791666666667,0.5669200870646763,0.14355077554795548,0.0208333333333333,0.5043229166666667,0.6147916666666666,0.6530208333333334,0.7208333333333333
precision_macro,0.5756773154462912,0.5118540400173991,0.44527632081303,0.11049873875321797,0.0017361111111111,0.43894595491475763,0.4829078244167242,0.5022586977655659,0.5256307691814163
precision_weighted,0.6306022885751577,0.824321500909534,0.7561246213738299,0.16746831822931335,0.0004340277777777,0.7842679161321376,0.8099617766230673,0.8216906837543789,0.8408369124815194
