Metric,test_Highest GMean Epoch,val_Highest GMean Epoch,val_mean,val_std,val_min,val_25%,val_50%,val_75%,val_max
accuracy,0.6671064590846454,0.6895839370343713,0.6713371620679717,0.023376118029948177,0.5866571944026397,0.6618074575383954,0.6782172202020957,0.6864150908122155,0.7092700436534273
kappa,0.6370623741652532,0.6417093293312819,0.6219965204649157,0.02467266838450317,0.5314579967649471,0.6112197067872658,0.6297709200119694,0.6377662917267097,0.6614653305871245
f1_micro,0.6671064590846454,0.6895839370343713,0.6713371620679717,0.023376118029948177,0.5866571944026397,0.6618074575383954,0.6782172202020957,0.6864150908122155,0.7092700436534273
f1_macro,0.6288443757824669,0.5930709999599316,0.5761512728464455,0.022857651285944473,0.4848265675448528,0.5707613715026001,0.5815171173488053,0.59070464204926,0.607610945273896
f1_weighted,0.6691263029573262,0.7086704054954406,0.6899836297712316,0.021129307774429357,0.6080474484948925,0.6820353986570233,0.6946464588141361,0.7056606645224304,0.7211577373860546
recall_micro,0.6671064590846454,0.6895839370343713,0.6713371620679717,0.023376118029948177,0.5866571944026397,0.6618074575383954,0.6782172202020957,0.6864150908122155,0.7092700436534273
recall_macro,0.6524829940857106,0.7090210578504756,0.6897868424665871,0.021708693886018374,0.6026982133275973,0.6868405044574806,0.6972716999179571,0.7036568837667313,0.7098000723172627
recall_weighted,0.6671064590846454,0.6895839370343713,0.6713371620679717,0.023376118029948177,0.5866571944026397,0.6618074575383954,0.6782172202020957,0.6864150908122155,0.7092700436534273
precision_micro,0.6671064590846454,0.6895839370343713,0.6713371620679717,0.023376118029948177,0.5866571944026397,0.6618074575383954,0.6782172202020957,0.6864150908122155,0.7092700436534273
precision_macro,0.6258568970609246,0.5791030863290951,0.5714555801835816,0.014456014029977423,0.5217062000117882,0.5669951306388423,0.5739056234644928,0.5816288035949937,0.5951565054151099
precision_weighted,0.6789747716054009,0.7677912425386044,0.7645285785441203,0.009041131146255538,0.7327103281041949,0.7629295357534716,0.7671719141220377,0.7697518139110592,0.7750860179004386
gmean,0.796477989334484,0.67916102186277,0.6503107205345936,0.03426423933669792,0.4913728482466451,0.6474508011713467,0.6616245702137052,0.669860497524777,0.67916102186277
precision_barley,0.8923180140892318,0.914733747141457,0.911026040727836,0.03029700155566463,0.8223071046600459,0.8945987144450256,0.9137114602994829,0.9336282066117607,0.9594913714804724
precision_wheat,0.7902587519025875,0.9458387422472234,0.941280475072648,0.013026400266615022,0.912393730074389,0.9356636198679411,0.9453958724700711,0.9502022640580158,0.9648679491359636
precision_corn,0.8868520859671302,0.9744973632168754,0.9761429373514391,0.004372092631428781,0.9653174506705564,0.9735227128545431,0.9775288333354337,0.9795386856538295,0.981454070526774
precision_fodder,0.5787965616045845,0.276207729468599,0.3014365031038918,0.036758089459802044,0.231489443011369,0.27286726888813223,0.2933192188992578,0.3271792236581061,0.3921171171171171
precision_fallow,0.460864309459051,0.0953770542159422,0.08306309135519774,0.014298541869486084,0.0403353975996054,0.07260593705393376,0.0838508005543177,0.09426156217445232,0.1072716916650844
precision_misc.,0.5228013029315961,0.3191108840061318,0.3508800007429581,0.03808429117965184,0.2939737602846342,0.32210900104041285,0.3437378549489124,0.3810849953292635,0.4441930618401206
precision_orchards,0.1398124467178175,0.072242289524868,0.06406567944841035,0.015880257269723655,0.0291129124329261,0.05301176346858965,0.06226789628795285,0.07469285619475258,0.1146187469645459
precision_cereals,0.7195691202872532,0.545315837656393,0.48819941279140644,0.06532923212943709,0.3046698210244805,0.4447993723380408,0.48525386902314704,0.533837687100696,0.6296296296296297
precision_perm._meadows,0.4609960334949317,0.559145673603505,0.5263935203429021,0.03331097300004435,0.4631740464708461,0.5028078035812386,0.523897966115275,0.5499091493994694,0.6174719645576631
precision_protein_crops,0.3809891808346213,0.2747540983606557,0.25390392190061783,0.05124174085314525,0.1443402545210984,0.21457176409451706,0.2558843951879527,0.2957136289219314,0.360392506690455
precision_rapeseed,0.9674634794156708,0.939240506329114,0.9325636141947884,0.03181593311691193,0.8364803625377644,0.9229838138439272,0.9405183201797814,0.9521149505413977,0.971453667105841
precision_temp._meadows,0.4628732849071832,0.7316390423572744,0.7491038751868053,0.03120930128139675,0.6337342254594732,0.7428816202091298,0.7530884583455446,0.7688410092941192,0.7919511690461412
precision_vegetables,0.8725450901803607,0.8802371541501977,0.8508634701676605,0.04903522247095838,0.6771327014218009,0.8456183534282201,0.8617619393293815,0.8794785481051586,0.9111304726639076
recall_barley,0.8866666666666667,0.9093861643390712,0.8925187454989623,0.03927885367384829,0.7562520298798311,0.8619681714842481,0.9056511854498213,0.9242042871062033,0.9381292627476452
recall_wheat,0.8653333333333333,0.9070475136593126,0.8894745863115194,0.029856351681126103,0.817483920049796,0.8694065979666644,0.8955667750190193,0.9084998962583858,0.9500657030223392
recall_corn,0.9353333333333332,0.9691866420815408,0.9618832562821231,0.013479489763019326,0.9128457283343576,0.9579901659496004,0.9651505838967425,0.9712251587789389,0.9766031550911698
recall_fodder,0.5386666666666666,0.6284693597142073,0.5719081926472872,0.047842360756486874,0.4784281395987909,0.5351744984885958,0.5636163781258587,0.6123248145094806,0.6658422643583402
recall_fallow,0.5083333333333333,0.5825515947467167,0.5941553144628436,0.05075630017770864,0.4643527204502814,0.5708255159474671,0.5924015009380863,0.6217166979362101,0.6979362101313321
recall_misc.,0.535,0.4752663622526636,0.39716100853682734,0.08152305433042446,0.1514459665144596,0.3674847792998478,0.4071537290715373,0.4440639269406393,0.508751902587519
