param,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,gmean,precision_barley,precision_wheat,precision_fallow,precision_misc.,precision_orchards,precision_perm._meadows,precision_protein_crops,precision_rapeseed,precision_vegetables,recall_barley,recall_wheat,recall_fallow,recall_misc.,recall_orchards,recall_perm._meadows,recall_protein_crops,recall_rapeseed,recall_vegetables
1.25,0.6604166666666667,0.5973221706000672,0.6604166666666667,0.48364146367698524,0.6845051652436978,0.6604166666666667,0.5374074074074076,0.6604166666666667,0.6604166666666667,0.5458114383001467,0.7948681211055634,0.4149992790041629,0.24572996447996448,0.9448677103360155,0.084190306124421,0.5123834498834499,0.1506158420990955,0.8193929622389788,0.36039941720469104,0.9211451423323356,0.8735781500023687,0.5333333333333334,0.8212499999999998,0.17916666666666664,0.18,0.4666666666666666,0.5070833333333333,0.4041666666666667,0.925,0.82
1.5,0.6525462962962962,0.5829149228703508,0.6525462962962962,0.4480326029859546,0.6813311923005291,0.6525462962962962,0.5065277777777778,0.6525462962962962,0.6525462962962962,0.48409746791684477,0.7625340931019193,0.22965931551712174,0.10905504405504404,0.9317396985911046,0.06928295405753543,0.48903098066620077,0.12245517235311887,0.8245986441576669,0.15864319069424024,0.8018597680564483,0.8502117586202441,0.4583333333333333,0.74375,0.075,0.21333333333333332,0.5250000000000001,0.6183333333333334,0.2791666666666667,0.9516666666666668,0.6941666666666666
2.0,0.5841435185185186,0.5118383830198191,0.5841435185185186,0.4075667982241583,0.6254943195176254,0.5841435185185186,0.48245370370370366,0.5841435185185186,0.5841435185185186,0.4930100257509918,0.7698157758566254,0.23430386617288218,0.08401724711348495,0.9142156865144212,0.135199656444482,0.5803116883116883,0.09763687168791686,0.844114809664808,0.12588319088319086,0.8109981263966979,0.8447129547422355,0.5666666666666667,0.6895833333333334,0.125,0.10333333333333332,0.65,0.45916666666666667,0.12916666666666668,0.9075000000000001,0.7116666666666667
3.0,0.6128472222222221,0.5408265717930226,0.6128472222222221,0.4258299081312343,0.645585885135551,0.6128472222222221,0.48250000000000004,0.6128472222222221,0.6128472222222221,0.4735360883572729,0.7424449021791103,0.29929540049415726,0.08196880516020656,0.8997907325459236,0.08496067755595886,0.4159032951648177,0.11135509222612713,0.8253967753778293,0.25329102424668926,0.776491200860381,0.8126671920775225,0.4499999999999999,0.71875,0.1125,0.2,0.5416666666666667,0.5195833333333333,0.17500000000000002,0.9033333333333333,0.7216666666666666
4.0,0.580324074074074,0.5050566008931973,0.580324074074074,0.40790721471614777,0.6198950933419028,0.580324074074074,0.469537037037037,0.580324074074074,0.580324074074074,0.46248213441765185,0.7398009850881095,0.24268534910909034,0.08951594864436717,0.9025189611126757,0.06099394987035436,0.43889940820637985,0.11136596754372338,0.8249382499090642,0.1566591704147926,0.727491594315591,0.8499559597419181,0.375,0.6625,0.13333333333333336,0.20833333333333334,0.6,0.45166666666666677,0.16666666666666669,0.9174999999999999,0.7108333333333333
