Metric,test_Highest GMean Epoch,val_Highest GMean Epoch,val_mean,val_std,val_min,val_25%,val_50%,val_75%,val_max
accuracy,0.7665799739921977,0.9196393571148568,0.881642493139945,0.09210596127974946,0.3816150529204233,0.8906801254410035,0.9025872206977656,0.9162093296746374,0.9306154449235594
kappa,0.7260905110802289,0.8834493470568121,0.8297784286522871,0.1307429133798756,0.1044832333827576,0.8428362374539016,0.8592745928545014,0.8787416321225642,0.898653524808734
f1_micro,0.7665799739921977,0.9196393571148568,0.881642493139945,0.09210596127974946,0.3816150529204233,0.8906801254410035,0.9025872206977656,0.9162093296746374,0.9306154449235594
f1_macro,0.7157661442167832,0.7679334657629964,0.7034778900685934,0.09758063810610597,0.1421399840079105,0.6970617613106636,0.7262226408336343,0.7433669462601693,0.7749777011006291
f1_weighted,0.7799112078784769,0.9242956127229832,0.8837772027309886,0.10809798874902872,0.2518841187606119,0.8969781709534588,0.9076394093425924,0.9202117096490553,0.9328084355655482
recall_micro,0.7665799739921977,0.9196393571148568,0.881642493139945,0.09210596127974946,0.3816150529204233,0.8906801254410035,0.9025872206977656,0.9162093296746374,0.9306154449235594
recall_macro,0.7544761904761905,0.8026001269088271,0.7492559862499452,0.08454584346588837,0.2447057569296375,0.7499324161213635,0.7701732803640822,0.7808216480778801,0.8026001269088271
recall_weighted,0.7665799739921977,0.9196393571148568,0.881642493139945,0.09210596127974946,0.3816150529204233,0.8906801254410035,0.9025872206977656,0.9162093296746374,0.9306154449235594
precision_micro,0.7665799739921977,0.9196393571148568,0.881642493139945,0.09210596127974946,0.3816150529204233,0.8906801254410035,0.9025872206977656,0.9162093296746374,0.9306154449235594
precision_macro,0.7272006218358492,0.7430872768756756,0.6906364546031792,0.09925884888341226,0.1022040922532287,0.6893675267755788,0.7128632536474138,0.7264048363330429,0.763326508734252
precision_weighted,0.8061895621785345,0.9316299199510606,0.8961092499695249,0.11333198943345127,0.1889522646006388,0.9123358385393667,0.9208810251750608,0.9284989453376352,0.936616572086262
gmean,0.852102306309366,0.772830634235929,0.6807065040360704,0.11931704094101311,0.0,0.6577825301922046,0.7097277050993047,0.743284925481769,0.772830634235929
precision_wheat,0.9635135135135136,0.9323017408123792,0.8371239455693918,0.15336857534274698,0.0,0.804597633966146,0.8661998679573372,0.9255081192481257,0.9691358024691358
precision_corn,0.9345794392523364,0.9889182058047492,0.9566555333105837,0.14366077429532267,0.0,0.9811133359520456,0.985228643008869,0.9873014910132267,0.9908831908831908
precision_orchards,0.1541582150101419,0.5579710144927537,0.6015748030554193,0.10992005889238991,0.1708333333333333,0.5651244080282642,0.6089674401870839,0.6475271002710027,0.8169014084507042
precision_perm._meadows,0.5548829701372074,0.4195804195804196,0.37317072807303314,0.08870189595084803,0.0,0.33369565217391306,0.3911177858828577,0.431574074074074,0.5333333333333333
precision_rapeseed,0.9782098558498156,0.937799043062201,0.8401557888754297,0.16049158306047845,0.0886075949367088,0.82777530490519,0.8815420654306652,0.9189282580078981,0.9655172413793104
precision_temp._meadows,0.585676625659051,0.4018691588785046,0.28352307066735816,0.07376506803480348,0.0,0.24820173971227832,0.2922885572139303,0.3279209039548023,0.4018691588785046
precision_vegetables,0.9193837334288786,0.9631713554987212,0.9422513126710386,0.08862896197960463,0.4559877175025588,0.9560893965892161,0.9637414473005605,0.9715080501113313,0.9905450500556172
recall_wheat,0.9506666666666668,0.964,0.9406399999999998,0.1623291893477132,0.0,0.968,0.98,0.984,0.992
recall_corn,0.9333333333333332,0.9365317341329336,0.8941029485257371,0.15930242246132284,0.0,0.9146676661669166,0.934032983508246,0.9462768615692154,0.974512743628186
recall_orchards,0.6666666666666666,0.7661691542288557,0.6182089552238803,0.16127451551756758,0.2437810945273631,0.5174129353233831,0.6467661691542289,0.7350746268656716,0.9104477611940298
recall_perm._meadows,0.4583333333333333,0.6,0.5109999999999998,0.24201745593983884,0.0,0.35,0.555,0.6825,0.89
recall_rapeseed,0.9726666666666668,0.98,0.9594000000000001,0.1099472972076409,0.21,0.975,0.98,0.985,0.995
recall_temp._meadows,0.4443333333333333,0.43,0.40599999999999986,0.17241383532722918,0.0,0.295,0.41,0.5,0.79
recall_vegetables,0.8553333333333333,0.9415,0.9154399999999999,0.034116343560809434,0.7445,0.90225,0.9245000000000001,0.934625,0.956
epoch,,30.0,24.5,14.577379737113251,0.0,12.25,24.5,36.75,49.0
trainloss,,0.48700115,0.6442940734000001,0.3346980422196999,0.43134716,0.49634083500000004,0.55022148,0.638217775,2.3158894
valloss,,0.28898686,0.38023390039999994,0.26546002000083685,0.21385284,0.2787970275,0.32207306,0.3694220575,1.8860899
FLOPs_per_epoch,,368457792.0,368457792.0,0.0,368457792.0,368457792.0,368457792.0,368457792.0,368457792.0
cumulative_FLOPs,,11422191552.0,9395673696.0,5371149151.082289,368457792.0,4882065744.0,9395673696.0,13909281648.0,18422889600.0
runtime_per_epoch,,174.80718421936035,185.98758406639098,45.87588187129988,172.7458782196045,176.81882619857788,179.64281392097473,182.02405959367755,503.0393347740173
Params,,101895.0,101895.0,0.0,101895.0,101895.0,101895.0,101895.0,101895.0
Statistical Parity Difference,-0.2358131014602101,,,,,,,,
Error Rate Ratio,2.502600600515493,,,,,,,,
Disparate Impact,0.7202901764283439,,,,,,,,
True Positive Rate (Privileged),0.8430633520449078,,,,,,,,
True Positive Rate (Unprivileged),0.6072502505846976,,,,,,,,
False Positive Rate (Privileged),0.1569366479550922,,,,,,,,
False Positive Rate (Unprivileged),0.3927497494153024,,,,,,,,
